fold,doc_offset,corpus_span,corpus_ent_type,error_type,correct_span,correct_ent_type,notes
train,328,"[20, 27): 'ENGLAND'",LOC,Tag,"[20, 27): 'ENGLAND'",ORG,Cricket team
train,328,"[246, 251): 'Waqar'",PER,Sentence,"[246, 258): 'Waqar Younis'",PER,
train,328,"[265, 273): 'Pakistan'",LOC,Tag,"[265, 273): 'Pakistan'",ORG,Cricket team
train,328,"[30, 38): 'PAKISTAN'",LOC,Tag,"[30, 38): 'PAKISTAN'",ORG,Cricket team
train,328,"[873, 880): 'England'",LOC,Tag,"[873, 880): 'England'",ORG,Cricket team
train,332,"[160, 167): 'England'",LOC,Tag,"[160, 167): 'England'",ORG,Cricket team
train,332,"[44, 51): 'ENGLAND'",LOC,Tag,"[44, 51): 'ENGLAND'",ORG,Cricket team
train,332,"[457, 464): 'England'",LOC,Tag,"[457, 464): 'England'",ORG,Cricket team
train,339,"[546, 553): 'Mariusz'",PER,Sentence,"[546, 560): 'Mariusz Srutwa'",PER,
train,339,"[554, 560): 'Srutwa'",PER,Sentence,"[546, 560): 'Mariusz Srutwa'",,Sentence boundary between first and last names
train,343,"[11, 31): 'AUSTRALIAN RULES-AFL'",MISC,Token,"[11, 21): 'AUSTRALIAN'",MISC,"Tokenizer treated ""RULES-AFL"" as a single token"
train,343,"[11, 31): 'AUSTRALIAN RULES-AFL'",MISC,Token,"[28, 31): 'AFL'",MISC,"Tokenizer treated ""RULES-AFL"" as a single token"
train,344,"[11, 23): 'RUGBY LEAGUE'",MISC,Wrong,,,"This appears to be a generic news category. ""Australian rugby league"" appears in title and lede, not marked as an entity"
train,345,"[536, 541): 'Chong'",PER,Sentence,"[536, 550): 'Chong Tan Fook'",PER,
train,345,"[542, 550): 'Tan Fook'",PER,Sentence,"[536, 550): 'Chong Tan Fook'",,Sentence boundary between first and middle names
train,346,"[207, 212): 'Lotte'",PER,Tag,"[207, 212): 'Lotte'",ORG,https://en.wikipedia.org/wiki/Lotte_Giants
train,346,"[215, 220): 'Lotte'",PER,Tag,"[215, 220): 'Lotte'",ORG,https://en.wikipedia.org/wiki/Lotte_Giants
train,346,"[243, 248): 'Lotte'",PER,Tag,"[243, 248): 'Lotte'",ORG,https://en.wikipedia.org/wiki/Lotte_Giants
train,347,"[81, 93): 'Major League'",MISC,Sentence,"[81, 102): 'Major League Baseball'",MISC,"Sentence boundary between ""League"" and ""Baseball"""
train,347,,,Missing,"[94, 102): 'Baseball'",MISC,"Sentence boundary between ""League"" and ""Baseball"""
train,348,"[1249, 1256): 'ATLANTA'",LOC,Tag,"[1249, 1256): 'ATLANTA'",ORG,Baseball team
train,348,"[1271, 1279): 'COLORADO'",LOC,Tag,"[1271, 1279): 'COLORADO'",ORG,Baseball team
train,348,"[1292, 1303): 'LOS ANGELES'",LOC,Tag,"[1292, 1303): 'LOS ANGELES'",ORG,Baseball team
train,348,"[1320, 1329): 'SAN DIEGO'",LOC,Tag,"[1320, 1329): 'SAN DIEGO'",ORG,Baseball team
train,348,"[1342, 1355): 'SAN FRANCISCO'",LOC,Tag,"[1342, 1355): 'SAN FRANCISCO'",ORG,Baseball team
train,348,"[1370, 1377): 'FLORIDA'",LOC,Tag,"[1370, 1377): 'FLORIDA'",ORG,Baseball team
train,348,"[1390, 1397): 'HOUSTON'",LOC,Tag,"[1390, 1397): 'HOUSTON'",ORG,Baseball team
train,348,"[658, 664): 'BOSTON'",LOC,Tag,"[658, 664): 'BOSTON'",ORG,Baseball team
train,348,"[678, 687): 'CLEVELAND'",LOC,Tag,"[678, 687): 'CLEVELAND'",ORG,Baseball team
train,348,"[702, 711): 'BALTIMORE'",LOC,Tag,"[702, 711): 'BALTIMORE'",ORG,Baseball team
train,348,"[723, 731): 'NEW YORK'",LOC,Tag,"[723, 731): 'NEW YORK'",ORG,Baseball team
train,348,"[743, 750): 'CHICAGO'",LOC,Tag,"[743, 750): 'CHICAGO'",ORG,Baseball team
train,348,"[760, 769): 'MINNESOTA'",LOC,Tag,"[760, 769): 'MINNESOTA'",ORG,Baseball team
train,348,"[781, 792): 'KANSAS CITY'",LOC,Tag,"[781, 792): 'KANSAS CITY'",ORG,Baseball team
train,348,"[373, 389): 'CENTRAL DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,348,"[1091, 1107): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,348,"[232, 248): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,348,"[511, 527): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,348,"[809, 825): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,349,"[1001, 1010): 'Cleveland'",ORG,Tag,"[1001, 1010): 'Cleveland'",LOC,"""In Cleveland, Kevin Seitzer's two-out singleÉ"""
train,349,"[2084, 2101): 'Triple-A Columbus'",ORG,Span,"[2084, 2092): 'Triple-A'",MISC,https://en.wikipedia.org/wiki/Triple-A_(baseball)
train,349,"[2084, 2101): 'Triple-A Columbus'",ORG,Both,"[2093, 2101): 'Columbus'",ORG,https://en.wikipedia.org/wiki/Columbus_Clippers
train,349,,,Missing,"[591, 598): 'Mariner'",MISC,Member of the Seattle Mariners
train,349,"[591, 611): 'Mariner Darren Bragg'",PER,Span,"[599, 611): 'Darren Bragg'",PER,
train,349,"[763, 770): 'Seattle'",LOC,Tag,"[763, 770): 'Seattle'",ORG,"""a 9-5 victory over Seattle"""
train,351,"[83, 95): 'Major League'",MISC,Sentence,"[83, 104): 'Major League Baseball'",MISC,"Sentence boundary between ""League"" and ""Baseball"""
train,351,,,Missing,"[96, 104): 'Baseball'",MISC,"Sentence boundary between ""League"" and ""Baseball"""
train,352,"[29, 34): 'PORTO'",LOC,Tag,"[29, 34): 'PORTO'",ORG,Soccer team
train,355,,,Missing,"[175, 185): 'Supercoppa'",MISC,
train,359,"[386, 389): 'St.'",ORG,Span,"[386, 396): 'St. Gallen'",ORG,
train,363,"[11, 15): 'GOLF'",LOC,Wrong,,,
train,366,"[667, 675): 'Waalwijk'",ORG,Sentence,"[663, 675): 'RKC Waalwijk'",ORG,"Sentence boundary between ""RKC"" and ""Waalwijk"""
train,369,"[1086, 1095): 'Australia'",LOC,Tag,"[1086, 1095): 'Australia'",ORG,Cricket team
train,369,"[567, 574): 'England'",LOC,Tag,"[567, 574): 'England'",ORG,Cricket team
train,369,"[905, 913): 'Pakistan'",LOC,Tag,"[905, 913): 'Pakistan'",ORG,Cricket team
train,370,"[11, 23): 'RUGBY LEAGUE'",MISC,Wrong,,,This appears to be a generic news category -- see document 344 also
train,397,,,Missing,"[1434, 1444): 'Fahrenheit'",MISC,"Either mark this one as an entity *or* remove ""Celsius"" as a MISC entity in the same sentence."
train,402,"[121, 126): '1,000'",MISC,Sentence,"[121, 138): '1,000 Lakes Rally'",,"Sentence boundary between ""1,000"" and ""Lakes"""
train,402,"[127, 138): 'Lakes Rally'",MISC,Sentence,"[121, 138): '1,000 Lakes Rally'",MISC,"Sentence boundary between ""1,000"" and ""Lakes"""
train,412,"[1033, 1041): 'Pakistan'",LOC,Tag,"[1033, 1041): 'Pakistan'",ORG,Cricket team
train,412,"[1266, 1274): 'Pakistan'",LOC,Tag,"[1266, 1274): 'Pakistan'",ORG,Cricket team
train,412,"[1312, 1320): 'Pakistan'",LOC,Tag,"[1312, 1320): 'Pakistan'",ORG,Cricket team
train,412,"[1368, 1376): 'Pakistan'",LOC,Tag,"[1368, 1376): 'Pakistan'",ORG,Cricket team
train,412,"[143, 150): 'England'",LOC,Tag,"[143, 150): 'England'",ORG,Cricket team
train,412,"[155, 163): 'Pakistan'",LOC,Tag,"[155, 163): 'Pakistan'",ORG,Cricket team
train,412,"[187, 194): 'England'",LOC,Tag,"[187, 194): 'England'",ORG,Cricket team
train,412,"[20, 27): 'ENGLAND'",LOC,Tag,"[20, 27): 'ENGLAND'",ORG,Cricket team
train,412,"[250, 256): 'Younis'",PER,Sentence,"[244, 256): 'Waqar Younis'",PER,Sentence boundary between first and last name
train,412,"[263, 271): 'Pakistan'",LOC,Tag,"[263, 271): 'Pakistan'",ORG,Cricket team
train,412,"[30, 38): 'PAKISTAN'",LOC,Tag,"[30, 38): 'PAKISTAN'",ORG,Cricket team
train,412,"[359, 366): 'England'",LOC,Tag,"[359, 366): 'England'",ORG,Cricket team
train,414,"[11, 23): 'RUGBY LEAGUE'",MISC,Wrong,,,This appears to be a generic news category -- see document 344 also
train,415,"[1144, 1152): 'Greenock'",ORG,Sentence,"[1144, 1159): 'Greenock Morton'",,"Sentence boundary between ""Greenock"" and ""Morton"""
train,415,"[1153, 1159): 'Morton'",ORG,Sentence,"[1144, 1159): 'Greenock Morton'",ORG,"Sentence boundary between ""Greenock"" and ""Morton"""
train,415,"[1286, 1298): 'Queen of the'",ORG,Sentence,"[1286, 1304): 'Queen of the South'",,"Sentence boundary between ""the"" and ""South"""
train,415,"[1299, 1304): 'South'",ORG,Sentence,"[1286, 1304): 'Queen of the South'",ORG,"Sentence boundary between ""the"" and ""South"""
train,422,"[236, 246): 'Videoton(*'",ORG,Token,"[236, 244): 'Videoton'",,"""Videoton(*"" treated as a single token"
train,422,"[736, 743): 'Stadler'",ORG,Span,"[736, 746): 'Stadler FC'",,
train,436,"[3087, 3095): 'Perfetti'",PER,Span,"[3081, 3095): 'Flora Perfetti'",PER,
train,436,"[3081, 3086): 'Flora'",LOC,Wrong,,,
train,437,"[837, 845): 'Castilla'",ORG,Tag,"[837, 845): 'Castilla'",PER,
train,437,"[727, 730): 'RBI'",MISC,Wrong,,,Runs batted in
train,437,"[2460, 2463): 'RBI'",MISC,Wrong,,,Runs batted in
train,438,"[1230, 1243): 'SAN FRANCISCO'",LOC,Tag,"[1230, 1243): 'SAN FRANCISCO'",ORG,Baseball team
train,438,"[1256, 1263): 'HOUSTON'",LOC,Tag,"[1256, 1263): 'HOUSTON'",ORG,Baseball team
train,438,"[1278, 1286): 'COLORADO'",LOC,Tag,"[1278, 1286): 'COLORADO'",ORG,Baseball team
train,438,"[655, 662): 'DETROIT'",LOC,Tag,"[655, 662): 'DETROIT'",ORG,
train,438,"[674, 683): 'BALTIMORE'",LOC,Tag,"[674, 683): 'BALTIMORE'",ORG,Baseball team
train,438,"[697, 704): 'TORONTO'",LOC,Tag,"[697, 704): 'TORONTO'",ORG,Baseball team
train,438,"[718, 725): 'CHICAGO'",LOC,Tag,"[718, 725): 'CHICAGO'",ORG,Baseball team
train,438,"[736, 746): 'CALIFORNIA'",LOC,Tag,"[736, 746): 'CALIFORNIA'",ORG,Baseball team
train,438,"[759, 766): 'SEATTLE'",LOC,Tag,"[759, 766): 'SEATTLE'",ORG,Baseball team
train,438,"[1067, 1083): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,438,"[926, 942): 'CENTRAL DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,438,"[783, 799): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,438,"[506, 522): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,438,"[228, 244): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,438,"[368, 384): 'CENTRAL DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,444,"[109, 121): 'Singer World'",MISC,Sentence,"[109, 128): 'Singer World Series'",,"Sentence boundary between ""World"" and ""Series"""
train,444,"[122, 128): 'Series'",MISC,Sentence,"[109, 128): 'Singer World Series'",MISC,"Sentence boundary between ""World"" and ""Series"""
train,444,"[1359, 1368): 'Australia'",LOC,Tag,"[1359, 1368): 'Australia'",ORG,Cricket team
train,444,"[170, 179): 'Australia'",LOC,Tag,"[170, 179): 'Australia'",ORG,Cricket team
train,444,"[184, 192): 'Zimbabwe'",LOC,Tag,"[184, 192): 'Zimbabwe'",ORG,Cricket team
train,444,"[204, 213): 'Australia'",LOC,Tag,"[204, 213): 'Australia'",ORG,Cricket team
train,444,"[20, 40): 'SCOREBOARD-AUSTRALIA'",MISC,Token,"[31, 40): 'AUSTRALIA'",ORG,Cricket team
train,444,"[43, 51): 'ZIMBABWE'",LOC,Tag,"[43, 51): 'ZIMBABWE'",ORG,Cricket team
train,444,"[761, 769): 'Zimbabwe'",LOC,Tag,"[761, 769): 'Zimbabwe'",ORG,Cricket team
train,458,"[1301, 1310): 'Fleuchaus'",PER,Span,"[1294, 1310): 'Nicola Fleuchaus'",,
train,458,"[1294, 1300): 'Nicola'",MISC,Both,"[1294, 1310): 'Nicola Fleuchaus'",PER,
train,458,"[1294, 1300): 'Nicola'",MISC,Wrong,,,
train,458,"[363, 366): 'Col'",LOC,Wrong,,,Two kinds of wrong: Sentence boundary and title of person
train,466,"[363, 366): 'Col'",LOC,Wrong,,,"Three kinds of wrong: Incorrect sentence boundary, title of person, tagged as LOC."
train,470,"[236, 247): 'SIMEX Brent'",ORG,Span,"[236, 241): 'SIMEX'",ORG,"SIMEX is a market, and Brent crude is a commodity named after a location"
train,470,,,Missing,"[242, 247): 'Brent'",MISC,"SIMEX is a market, and Brent crude is a commodity named after a location"
train,470,"[87, 92): 'Brent'",ORG,Tag,"[87, 92): 'Brent'",MISC,Grade of crude oil named for a location (https://en.wikipedia.org/wiki/Brent_oilfield)
train,473,"[584, 599): 'Prince Abdullah'",PER,Span,"[591, 599): 'Abdullah'",PER,
train,484,"[1109, 1125): 'JohnÊHinckleyÊJr'",PER,Sentence,"[1109, 1126): 'JohnÊHinckleyÊJr.'",PER,Incorrect sentence boundary led to period being left off of abbreviation
train,484,"[349, 353): 'Rep.'",MISC,Wrong,,,Doubly wrong: Sentence boundary and title of person
train,487,,,Missing,"[911, 916): 'NYMEX'",ORG,
train,488,"[822, 826): 'Sask'",LOC,Sentence,"[822, 827): 'Sask.'",,Incorrect sentence boundary led to period being left off of abbreviation
train,488,"[889, 893): 'Alta'",LOC,Sentence,"[889, 894): 'Alta.'",LOC,Incorrect sentence boundary led to period being left off of abbreviation
train,491,"[91, 99): 'NYC Time'",MISC,Both,"[91, 94): 'NYC'	",LOC,
train,492,,,Missing,"[224, 257): 'OCASEK GOVERNMENT OFFICE BUILDING'",LOC,https://das.ohio.gov/Divisions/General-Services/Properties-and-Facilities/Ocasek
train,492,,,Missing,"[283, 288): 'FITCH'",ORG,Credit rating agency
train,492,,,Missing,"[410, 427): 'VERN RIFFE CENTER'",LOC,https://vrcfa.com/
train,492,,,Missing,"[453, 458): 'FITCH'",ORG,Credit rating agency
train,504,"[70, 94): 'International Philippine'",ORG,Both,"[84, 94): 'Philippine'",MISC,
train,509,"[321, 331): 'IN-NAZZJON'",LOC,Tag,"[321, 331): 'IN-NAZZJON'",ORG,Name of newspaper
train,509,"[726, 736): 'L-ORIZZONT'",LOC,Tag,"[726, 736): 'L-ORIZZONT'",ORG,Name of newspaper
train,511,"[218, 229): 'wall Street'",ORG,Tag,"[218, 229): 'wall Street'",MISC,"Wall Street used to refer to New York City bond market in general; see also [939, 950): 'Wall Street'"
train,518,"[101, 107): 'Cyprus'",LOC,Tag,"[101, 107): 'Cyprus'",ORG,Soccer team
train,518,"[188, 194): 'Poland'",LOC,Tag,"[188, 194): 'Poland'",ORG,Soccer team
train,518,"[19, 25): 'POLAND'",LOC,Tag,"[19, 25): 'POLAND'",ORG,Soccer team
train,518,"[252, 258): 'Cyprus'",LOC,Tag,"[252, 258): 'Cyprus'",ORG,Soccer team
train,518,"[31, 37): 'CYPRUS'",LOC,Tag,"[31, 37): 'CYPRUS'",ORG,Soccer team
train,518,"[90, 96): 'Poland'",LOC,Tag,"[90, 96): 'Poland'",ORG,Soccer team
train,520,"[111, 126): 'Griqualand West'",LOC,Tag,"[111, 126): 'Griqualand West'",ORG,Rugby team
train,520,"[131, 142): 'New Zealand'",LOC,Tag,"[131, 142): 'New Zealand'",ORG,Rugby team
train,520,"[224, 239): 'Griqualand West'",LOC,Tag,"[224, 239): 'Griqualand West'",ORG,Rugby team
train,520,"[24, 39): 'GRIQUALAND WEST'",LOC,Tag,"[24, 39): 'GRIQUALAND WEST'",ORG,Rugby team
train,520,"[330, 341): 'New Zealand'",LOC,Tag,"[330, 341): 'New Zealand'",ORG,Rugby team
train,520,"[44, 55): 'NEW ZEALAND'",LOC,Tag,"[44, 55): 'NEW ZEALAND'",ORG,Rugby team
train,520,"[64, 68): 'TOUR'",MISC,Wrong,,,Generic reference to a tour; see lede
train,523,"[595, 602): 'Bristol'",ORG,Sentence,"[595, 609): 'Bristol Rovers'",ORG,"Sentence boundary between ""Bristol"" and ""Rovers"""
train,523,"[603, 609): 'Rovers'",ORG,Sentence,"[595, 609): 'Bristol Rovers'",,"Sentence boundary between ""Bristol"" and ""Rovers"""
train,524,"[1095, 1103): 'Pakistan'",LOC,Tag,"[1095, 1103): 'Pakistan'",ORG,Cricket team
train,524,"[163, 170): 'England'",LOC,Tag,"[163, 170): 'England'",ORG,Cricket team
train,524,"[20, 27): 'ENGLAND'",LOC,Tag,"[20, 27): 'ENGLAND'",ORG,Cricket team
train,524,"[32, 40): 'PAKISTAN'",LOC,Tag,"[32, 40): 'PAKISTAN'",ORG,Cricket team
train,524,"[74, 81): 'England'",LOC,Tag,"[74, 81): 'England'",ORG,Cricket team
train,524,"[86, 94): 'Pakistan'",LOC,Tag,"[86, 94): 'Pakistan'",ORG,Cricket team
train,527,"[108, 117): 'Kong Open'",MISC,Sentence,"[103, 117): 'Hong Kong Open'",MISC,"Sentence boundary between ""Hong"" and ""Kong"""
train,528,,,Missing,"[1768, 1783): 'fellow-American'",MISC,
train,528,"[58, 67): 'WIMBLEDON'",LOC,Tag,"[58, 67): 'WIMBLEDON'",MISC,Reference to the tennis tournament
train,528,"[591, 595): 'U.S.'",LOC,Both,"[591, 601): 'U.S. Opens'",MISC,
train,529,"[2369, 2374): 'Czech'",LOC,Sentence,"[2369, 2383): 'Czech Republic'",LOC,"Sentence boundary between ""Czech"" and ""Republic"""
train,529,"[2424, 2430): 'Sandra'",PER,Sentence,"[2424, 2439): 'Sandra Kleinova'",,Sentence boundary between first and last name
train,529,"[2431, 2439): 'Kleinova'",PER,Sentence,"[2424, 2439): 'Sandra Kleinova'",PER,Sentence boundary between first and last name
train,530,"[1255, 1268): 'SAN FRANCISCO'",LOC,Tag,"[1255, 1268): 'SAN FRANCISCO'",ORG,Baseball team
train,530,"[1284, 1292): 'MONTREAL'",LOC,Tag,"[1284, 1292): 'MONTREAL'",ORG,Baseball team
train,530,"[1304, 1314): 'PITTSBURGH'",LOC,Tag,"[1304, 1314): 'PITTSBURGH'",ORG,Baseball team
train,530,"[1328, 1336): 'NEW YORK'",LOC,Tag,"[1328, 1336): 'NEW YORK'",ORG,Baseball team
train,530,"[1348, 1355): 'HOUSTON'",LOC,Tag,"[1348, 1355): 'HOUSTON'",ORG,Baseball team
train,530,"[1367, 1375): 'ST LOUIS'",LOC,Tag,"[1367, 1375): 'ST LOUIS'",ORG,Baseball team
train,530,"[1390, 1398): 'COLORADO'",LOC,Tag,"[1390, 1398): 'COLORADO'",ORG,Baseball team
train,530,"[664, 671): 'DETROIT'",LOC,Tag,"[664, 671): 'DETROIT'",ORG,Baseball team
train,530,"[683, 692): 'BALTIMORE'",LOC,Tag,"[683, 692): 'BALTIMORE'",ORG,Baseball team
train,530,"[706, 713): 'TORONTO'",LOC,Tag,"[706, 713): 'TORONTO'",ORG,Baseball team
train,530,"[727, 734): 'CHICAGO'",LOC,Tag,"[727, 734): 'CHICAGO'",ORG,Baseball team
train,530,"[744, 755): 'KANSAS CITY'",LOC,Tag,"[744, 755): 'KANSAS CITY'",ORG,Baseball team
train,530,"[766, 776): 'CALIFORNIA'",LOC,Tag,"[766, 776): 'CALIFORNIA'",ORG,Baseball team
train,530,"[789, 796): 'SEATTLE'",LOC,Tag,"[789, 796): 'SEATTLE'",ORG,Baseball team
train,530,"[368, 384): 'CENTRAL DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,530,"[960, 976): 'CENTRAL DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,530,"[228, 244): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,530,"[510, 526): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,530,"[813, 829): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,530,"[1091, 1107): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,532,"[1108, 1112): 'East'",MISC,Span,"[1105, 1112): 'AL East'",MISC,
train,534,"[1234, 1244): 'Washington'",LOC,Tag,"[1234, 1244): 'Washington'",PER,Reference to a tennis player whose last name is Washington
train,545,"[476, 479): 'Aki'",PER,Tag,"[476, 479): 'Aki'",ORG,Cycling team (see context on surrounding lines)
train,551,"[517, 522): 'Villa'",PER,Tag,"[517, 522): 'Villa'",ORG,
train,553,,,Missing,"[3167, 3175): 'Arabised'",MISC,Arabise: to give (someone or something) an Arab or Arabic character.
train,553,"[3167, 3181): 'Arabised north'",LOC,Span,"[3176, 3181): 'north'",LOC,LOC
train,566,,,Missing,"[47, 59): 'Commandments'",MISC,"[239, 255): 'Ten Commandments' annotated as MISC in first sentence of article"
train,566,,,Missing,"[881, 887): 'Church'",ORG,Catholic Church
train,567,"[53, 62): 'SAO PAULO'",PER,Tag,"[53, 62): 'SAO PAULO'",LOC,
train,573,"[701, 712): 'Juan Carlos'",PER,Span,"[701, 720): 'Juan Carlos Ongania'",PER,
train,579,,,Missing,"[734, 738): 'U.N.'",ORG,Also incorrect sentence boundary.
train,581,"[266, 269): 'Rep'",MISC,Wrong,,,Doubly wrong: Incorrect sentence boundary and title of person
train,581,"[2387, 2390): 'Rep'",MISC,Wrong,,,Doubly wrong: Incorrect sentence boundary and title of person
train,582,"[1158, 1164): 'Spring'",LOC,Wrong,,,"Spring wheat, a type of wheat"
train,583,"[155, 183): 'Birmingham Public Park & Rec'",LOC,Tag,"[155, 183): 'Birmingham Public Park & Rec'",ORG,City government department
train,583,"[35, 38): 'Ala'",LOC,Sentence,"[35, 39): 'Ala.'",,Incorrect sentence boundary led to period being left off of abbreviation
train,590,"[78, 99): 'Robert W. Baird & Co.'",ORG,Sentence,"[78, 106): 'Robert W. Baird & Co. , Inc.'",,"Sentence boundary between ""Co."" and "","""
train,590,"[100, 106): ', Inc.'",ORG,Sentence,"[78, 106): 'Robert W. Baird & Co. , Inc.'",ORG,Sentence boundary between period and comma
train,590,"[78, 99): 'Robert W. Baird & Co.'",ORG,Sentence,"[78, 106): 'Robert W. Baird & Co., Inc.'",ORG,
train,593,"[45, 57): 'France-Juppe'",MISC,Token,"[45, 51): 'France'",LOC,
train,593,"[45, 57): 'France-Juppe'",MISC,Token,"[52, 57): 'Juppe'",PER,Alain Juppe
train,594,"[1236, 1246): 'Eurotunnel'",LOC,Tag,"[1236, 1246): 'Eurotunnel'",ORG,Reference to the company that runs the Eurotunnel
train,595,,,Missing,"[1148, 1165): 'Cultural Ministry'",ORG,
train,596,"[1186, 1200): 'Pope John Paul'",PER,Span,"[1191, 1200): 'John Paul'",PER,Titles of persons not considered part of entities
train,596,"[642, 659): 'Calcutta hospital'",LOC,Span,"[642, 650): 'Calcutta'",LOC,Generic reference to a hospital in Calcutta
train,599,"[96, 116): 'State (central) Bank'",ORG,Span,"[96, 128): 'State (central) Bank of Pakistan'",ORG,
train,601,"[1789, 1795): 'Bombay'",MISC,Tag,"[1789, 1795): 'Bombay'",LOC,FOR [location] == Free on road price at [location]
train,601,"[1812, 1823): 'Bedi Bunder'",MISC,Tag,"[1812, 1823): 'Bedi Bunder'",LOC,FOR [location] == Free on road price at [location]
train,601,"[779, 789): 'Bedibunder'",ORG,Tag,"[779, 789): 'Bedibunder'",LOC,FOR [location] == Free on road price at [location]
train,601,"[821, 830): 'Bhavnagar'",ORG,Tag,"[821, 830): 'Bhavnagar'",LOC,FOR [location] == Free on road price at [location]
train,608,"[477, 482): 'CeBIT'",MISC,Span,"[477, 487): 'CeBIT Home'",,CeBIT Home was a separate conference; see https://en.wikipedia.org/wiki/CeBIT
train,608,,,Missing,"[517, 524): 'Hanover'",LOC,
train,609,"[135, 143): 'Sudanese'",MISC,Both,"[135, 151): 'Sudanese Airways'",ORG,
train,611,"[37, 42): 'Power'",ORG,Span,"[37, 52): 'Power Financial'",,Power Financial Corp
train,623,"[238, 250): 'North Island'",PER,Tag,"[238, 250): 'North Island'",LOC,
train,626,"[42, 59): 'disarmament-China'",MISC,Token,"[54, 59): 'China'",LOC,disarmament-China' treated as a single token
train,636,"[22, 44): 'ROVERETO INTERNATIONAL'",MISC,Both,"[22, 30): 'ROVERETO'",LOC,"Description of an international athletics meeting held in Rovereto, Italy"
train,637,"[1043, 1047): 'Mike'",PER,Sentence,"[1043, 1055): 'Mike Harwood'",,Sentence boundary between first and last name
train,637,"[1048, 1055): 'Harwood'",PER,Sentence,"[1043, 1055): 'Mike Harwood'",PER,Sentence boundary between first and last name
train,637,"[1106, 1116): 'Teravainen'",PER,Sentence,"[1100, 1116): 'Peter Teravainen'",PER,Sentence boundary between first and last name
train,637,"[1100, 1105): 'Peter'",PER,Sentence,"[1100, 1116): 'Peter Teravainen'",,Sentence boundary between first and last name
train,637,"[785, 793): 'Chistian'",PER,Sentence,"[785, 800): 'Chistian Cevaer'",,Sentence boundary between first and last name
train,637,"[794, 800): 'Cevaer'",PER,Sentence,"[785, 800): 'Chistian Cevaer'",PER,Sentence boundary between first and last name
train,637,"[11, 15): 'GOLF'",LOC,Wrong,,,
train,640,"[573, 576): 'Aki'",PER,Tag,"[573, 576): 'Aki'",ORG,Cycling team
train,640,"[869, 872): 'Aki'",PER,Tag,"[869, 872): 'Aki'",ORG,Cycling team
train,646,"[210, 217): 'England'",LOC,Tag,"[210, 217): 'England'",ORG,Soccer team
train,646,"[255, 262): 'Moldova'",LOC,Tag,"[255, 262): 'Moldova'",ORG,Soccer team
train,646,"[333, 340): 'England'",LOC,Tag,"[333, 340): 'England'",ORG,Soccer team
train,646,"[47, 54): 'ENGLAND'",LOC,Tag,"[47, 54): 'ENGLAND'",ORG,Soccer team
train,646,"[80, 87): 'England'",LOC,Tag,"[80, 87): 'England'",ORG,Soccer team
train,647,"[622, 636): 'Mister Baileys'",LOC,Tag,"[622, 636): 'Mister Baileys'",PER,Name of a horse
train,647,"[55, 58): 'BAN'",PER,Wrong,,,
train,648,"[201, 211): '2000 Games'",ORG,Tag,"[201, 211): '2000 Games'",MISC,"2000 Olympics, a sporting event"
train,651,"[1692, 1700): 'New York'",LOC,Tag,"[1692, 1700): 'New York'",ORG,"""4-3 victory over New York"""
train,657,"[103, 112): 'Kong Open'",MISC,Sentence,"[98, 112): 'Hong Kong Open'",MISC,"Sentence boundary between ""Hong"" and ""Kong"""
train,659,"[267, 286): 'Hapoel Ironi Rishon'",ORG,Span,"[267, 293): 'Hapoel Ironi Rishon Lezion'",ORG,
train,659,"[416, 424): 'Tel Aviv'",ORG,Span,"[408, 424): 'Maccabi Tel Aviv'",,
train,660,"[19, 28): 'SELES HAS'",PER,Span,"[19, 24): 'SELES'",PER,
train,663,"[1262, 1270): 'COLORADO'",LOC,Tag,"[1262, 1270): 'COLORADO'",ORG,Baseball team
train,663,"[1286, 1294): 'MONTREAL'",LOC,Tag,"[1286, 1294): 'MONTREAL'",ORG,
train,663,"[1306, 1316): 'PITTSBURGH'",LOC,Tag,"[1306, 1316): 'PITTSBURGH'",ORG,Baseball team
train,663,"[1330, 1338): 'NEW YORK'",LOC,Tag,"[1330, 1338): 'NEW YORK'",ORG,Baseball team
